"grappe","menage","vague","s16aq00","s16aq02","s16aq03","s16aq04","s16aq05","s16aq06","s16aq07","s16aq08","s16aq08_autre","s16aq09a","s16aq09b","s16aq10","s16aq10_autre","s16aq11","s16aq12","s16aq12_autre","s16aq13","s16aq13_autre","s16aq14__0","s16aq14__1","s16aq14__2","s16aq14__3","s16aq14__4","s16aq14__5","s16aq14__6","s16aq14__7","s16aq14a__0","s16aq14a__1","s16aq14b__0","s16aq14b__1","s16aq15","s16aq16","s16aq16_autre","s16aq17","s16aq17_autre","s16aq18","s16aq18_autre","s16aq19","s16aq19_autre","s16aq20","s16aq21","s16aq22","s16aq23","s16aq23_autre","s16aq24a","s16aq24b","s16aq24b_autre","s16aq25","s16aq26","s16aq27","s16aq28","s16aq29a1","s16aq29a2","s16aq29a2_autre","s16aq29b1","s16aq29b2","s16aq29b2_autre","s16aq29c1","s16aq29c2","s16aq29c2_autre","s16aq29d1","s16aq29d2","s16aq29d2_autre","s16aq30","s16aq31a1","s16aq31a2","s16aq31b1","s16aq31b2","s16aq31c1","s16aq31c2","s16aq31d1","s16aq31d2","s16aq32","s16aq33b_1","s16aq33a_1","s16aq33b_2","s16aq33a_2","s16aq33b_3","s16aq33a_3","s16aq33b_4","s16aq33a_4","s16aq33b_5","s16aq33a_5","s16aq33b_6","s16aq33a_6","s16aq33b_7","s16aq33a_7","s16aq33b_8","s16aq33a_8","s16aq33b_9","s16aq33a_9","s16aq33b_10","s16aq33a_10","s16aq33b_11","s16aq33a_11","s16aq33b_12","s16aq33a_12","s16aq33b_13","s16aq33a_13","s16aq33b_14","s16aq33a_14","s16aq33b_15","s16aq33a_15","s16aq33b_16","s16aq33a_16","s16aq33b_17","s16aq33a_17","s16aq33b_18","s16aq33a_18","s16aq33b_19","s16aq33a_19","s16aq33b_20","s16aq33a_20","s16aq33b_21","s16aq33a_21","s16aq33b_22","s16aq33a_22","s16aq33b_23","s16aq33a_23","s16aq33b_24","s16aq33a_24","s16aq34","s16aq35b_1","s16aq35a_1","s16aq35b_2","s16aq35a_2","s16aq35b_3","s16aq35a_3","s16aq35b_4","s16aq35a_4","s16aq35b_5","s16aq35a_5","s16aq35b_6","s16aq35a_6","s16aq35b_7","s16aq35a_7","s16aq35b_8","s16aq35a_8","s16aq35b_9","s16aq35a_9","s16aq35b_10","s16aq35a_10","s16aq35b_11","s16aq35a_11","s16aq35b_12","s16aq35a_12","s16aq35b_13","s16aq35a_13","s16aq35b_14","s16aq35a_14","s16aq35b_15","s16aq35a_15","s16aq35b_16","s16aq35a_16","s16aq35b_17","s16aq35a_17","s16aq35b_18","s16aq35a_18","s16aq35b_19","s16aq35a_19","s16aq35b_20","s16aq35a_20","s16aq35b_21","s16aq35a_21","s16aq35b_22","s16aq35a_22","s16aq35b_23","s16aq35a_23","s16aq35b_24","s16aq35a_24","s16aq35b_25","s16aq35a_25","s16aq35b_26","s16aq35a_26","s16aq35b_27","s16aq35a_27","s16aq35b_28","s16aq35a_28","s16aq36","s16aq37b_1","s16aq37a_1","s16aq37b_2","s16aq37a_2","s16aq37b_3","s16aq37a_3","s16aq37b_4","s16aq37a_4","s16aq37b_5","s16aq37a_5","s16aq37b_6","s16aq37a_6","s16aq37b_7","s16aq37a_7","s16aq37b_8","s16aq37a_8","s16aq37b_9","s16aq37a_9","s16aq37b_10","s16aq37a_10","s16aq37b_11","s16aq37a_11","s16aq37b_12","s16aq37a_12","s16aq37b_13","s16aq37a_13","s16aq37b_14","s16aq37a_14","s16aq37b_15","s16aq37a_15","s16aq37b_16","s16aq37a_16","s16aq37b_17","s16aq37a_17","s16aq37b_18","s16aq37a_18","s16aq37b_19","s16aq37a_19","s16aq37b_20","s16aq37a_20","s16aq37b_21","s16aq37a_21","s16aq37b_22","s16aq37a_22","s16aq37b_23","s16aq37a_23","s16aq37b_24","s16aq37a_24","s16aq37b_25","s16aq37a_25","s16aq37b_26","s16aq37a_26","s16aq37b_27","s16aq37a_27","s16aq37b_28","s16aq37a_28","s16aq37b_29","s16aq37a_29","s16aq37b_30","s16aq37a_30","s16aq37b_31","s16aq37a_31","s16aq37b_32","s16aq37a_32","s16aq37b_33","s16aq37a_33","s16aq38","s16aq39a_1","s16aq39b_1","s16aq39c_1","s16aq39a_2","s16aq39b_2","s16aq39c_2","s16aq39a_3","s16aq39b_3","s16aq39c_3","s16aq39a_4","s16aq39b_4","s16aq39c_4","s16aq40","s16aq41a_1","s16aq41b_1","s16aq41c_1","s16aq41a_2","s16aq41b_2","s16aq41c_2","s16aq41a_3","s16aq41b_3","s16aq41c_3","s16aq41a_4","s16aq41b_4","s16aq41c_4","s16aq42","s16aq43a_1","s16aq43b_1","s16aq43c_1","s16aq43a_2","s16aq43b_2","s16aq43c_2","s16aq43a_3","s16aq43b_3","s16aq43c_3","s16aq43a_4","s16aq43b_4","s16aq43c_4","s16aq44","s16aq45","s16aq47","s16aq48","s16aq48_autre"
87,5,1,1,2,1,16,1,1,1,3,,0.1,1,1,,16,2,,7,,,,,,,,,,,,,,2,,,4,,1,,1,,1,40,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,8000,4,1,4000,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.0673,,
87,5,1,1,1,1,1,1,1,1,3,,0.5,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,30,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,60,1,60,2,70,3,60,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,3,18000,20,1,12000,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.7113,,
88,1,2,1,1,1,1,1,1,1,54,,0.5,1,1,,1,4,,3,,1,,,,,,,,1,,1,,2,,,4,,1,,2,,1,0,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.1383,,
88,1,2,1,2,1,1,1,1,1,53,,0.3,1,1,,1,4,,3,,1,,,,,,,,1,,1,,2,,,4,,1,,2,,1,0,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.0923,,
88,3,2,1,1,2,1,1,1,1,14,,100,2,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,2,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,2,1,1,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.0876,,
88,3,2,1,1,3,1,1,1,2,53,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,3,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,1,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.0439,,
88,3,2,1,1,1,1,1,1,1,10,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,2,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,10,6,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,1,30,2,30,5,30,6,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.872,,
88,4,2,1,1,2,1,1,4,1,1,,0.5,1,2,,,,,,,,,,,,,,,,,,,,,,4,,1,,2,,1,10,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,7,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,15,3,15,4,15,6,15,7,15,8,15,9,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,10,3,10,6,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,0,,,2,7,0,0,,,1,1,15,0,1,15,0,2,15,0,0,,,1,1,10,0,0,,,0,,,0,,,2,1,0.6673,,
88,4,2,1,2,1,4,1,1,1,53,,0.5,1,1,,1,2,,1,,1,,,,,,,,1,,3,8,2,,,4,,1,,2,,1,1,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,4,1,4,3,4,7,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,3,0,0,,,0,,,0,,,2,1,0.4686,,
88,4,2,1,1,1,4,1,1,1,10,,0.5,1,2,,,,,,,,,,,,,,,,,,,,,,4,,1,,2,,1,10,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,15,1,15,3,15,4,15,6,7,7,4,8,15,9,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,15,3,15,4,15,6,15,7,15,8,15,9,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,1,30,3,30,4,4,8,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,0,,,2,7,0,0,,,1,1,15,0,1,15,0,2,15,0,0,,,1,1,30,0,1,30,0,0,,,0,,,2,1,0.4049,,
88,5,2,1,3,1,2,1,2,1,12,,40,2,1,,2,4,,7,,,,,,,,,,,,,,2,,,1,,1,,2,,1,10,1,4,,20,3,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.0161,,
88,5,2,1,1,1,1,1,1,1,10,,1,1,1,,1,4,,2,,1,,,,,,,,1,,1,,2,,,4,,1,,2,,1,0,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,8,1,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,0.2638,,
88,5,2,1,2,1,1,1,1,1,53,,1,1,1,,1,4,,2,,1,,,,,,,,1,,1,,2,,,4,,1,,2,,1,0,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,4,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,1.3111,,
88,5,2,1,3,2,2,1,2,1,11,,80,2,1,,2,4,,7,,,,,,,,,,,,,,2,,,1,,1,,2,,1,10,1,4,,20,3,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.0082,,
88,6,2,1,3,1,1,1,1,1,53,,80,2,1,,1,2,,3,,1,,,,,,,,1,,1,,2,,,4,,1,,2,,1,1,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,0.146,,
88,6,2,1,1,1,1,1,1,1,10,,8000,2,2,,,,,,,,,,,,,,,,,,,,,,4,,1,,2,,1,10,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,7,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,1,14,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,1,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.2004,,
88,6,2,1,2,1,1,1,1,1,1,,80,2,2,,,,,,,,,,,,,,,,,,,,,,4,,1,,2,,1,5,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,14,1,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,1,14,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,2,45000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.627,,
88,8,2,1,1,1,1,2,,1,8,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,2,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,10,1,1,7,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,60,7,60,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,15,7,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,20000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.1489,,
88,8,2,1,2,1,1,1,1,1,54,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,2,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,0.2356,,
88,8,2,1,1,2,1,2,,1,14,,0,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,2,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,1,1,1,7,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,60,7,60,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,5,7,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,10000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.0648,,
88,9,2,1,1,1,1,2,,1,1,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,5,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,7,1,7,2,7,3,7,4,7,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90,1,90,2,90,3,90,4,90,5,90,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,15,2,15,3,15,4,15,5,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.6642,,
88,9,2,1,1,2,1,1,1,1,53,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,2,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,20,1,20,4,20,5,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,60,4,60,5,60,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.8573,,
88,10,2,1,1,2,1,1,1,1,58,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,3,1,3,,20,3,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.2768,,
88,10,2,1,1,1,1,1,1,1,54,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,3,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.9062,,
88,10,2,1,1,3,1,1,1,2,53,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,3,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,7,1,7,6,7,12,7,13,7,17,7,21,7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90,1,90,6,90,12,90,13,90,17,90,21,90,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,17,7,21,7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,30000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.7519,,
88,11,2,1,1,1,1,1,1,1,14,,0.4,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,1,0,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.3119,,
88,12,2,1,1,1,15,1,15,3,53,,3.5,1,1,,1,2,,7,,,,,,,,,,,,,,1,2,,4,,1,,2,,1,15,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,14,1,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,1,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,15,1,10000,7,1,10000,,1,10000,5,1,10000,1,10,1,20000,0,,,0,,,0,,,2,1,4.0019,,
90,2,2,1,2,1,1,2,,1,10,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,2,30,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,14,1,14,2,14,6,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,60,2,60,5,60,6,60,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,2,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,7,10000,20,7,10000,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.753,,
90,2,2,1,1,1,1,2,,1,8,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,3,,2,,2,30,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,7,1,7,2,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,1,14,2,14,6,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,2,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,7,10000,20,7,10000,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.479,,
90,3,2,1,1,1,2,1,1,1,1,,1,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,4,,1,,2,,3,15,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,5,1,5,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,10,3,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,1,10000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.89,,
90,4,2,1,1,2,1,1,1,1,12,,0.5,1,2,,,,,,,,,,,,,,,,,,,,,,4,,1,,2,,1,10,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2500,0,,,0,,,0,,,2,,,,,,,,,,,,,1,1,3,3000,0,,,0,,,0,,,1,1,0.325,,
90,4,2,1,1,1,1,1,1,1,10,,1,1,2,,,,,,,,,,,,,,,,,,,,,,4,,1,,2,,1,10,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,10000,0,,,0,,,0,,,1,1,30,20000,0,,,0,,,0,,,1,1,10,13000,0,,,0,,,0,,,2,1,0.853,,
